Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2018-07-11T00:00:00,CADI,4D,,GLD,Q339587,IL,701 N. Sacramento,(773) 265-7605,6928111
2018-07-08T00:00:00,CADI,4D,,WHI,Q785037,IL,10300 S. Doty,(773) 568-8495,2854128
2018-07-08T00:00:00,PONT,2D,,BLK,FFF151,IA,10300 S. Doty,(773) 568-8495,2854135
2018-07-11T00:00:00,CHEV,4D,,WHI,E991847,IL,701 N. Sacramento,(773) 265-7605,6928110
2018-07-08T00:00:00,MERC,4D,,SIL,AJ46954,IL,10300 S. Doty,(773) 568-8495,2854117
2018-07-10T00:00:00,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2854224
2018-07-10T00:00:00,BUIC,4D,,GRN,663460,IL,10300 S. Doty,(773) 568-8495,2854221
2018-07-11T00:00:00,TOYT,4D,,GRN,AL70831,IL,701 N. Sacramento,(773) 265-7605,6928115
2018-07-08T00:00:00,BUIC,4D,,SIL,AN27473,IL,10300 S. Doty,(773) 568-8495,2854131
2018-07-11T00:00:00,HOND,VN,TK,SIL,,,701 N. Sacramento,(773) 265-7605,6928117
2018-07-11T00:00:00,KIA,LL,TK,BLK,AH96119,IL,701 N. Sacramento,(773) 265-7605,6928126
2018-07-11T00:00:00,CHEV,2T,,BLU,YEM675,IN,701 N. Sacramento,(773) 265-7605,6928123
2018-07-11T00:00:00,NISS,LL,TK,SIL,AV13847,IL,10300 S. Doty,(773) 568-8495,2854261
2018-07-11T00:00:00,DAEW,4D,,DBL,797626,IL,10300 S. Doty,(773) 568-8495,2854260
2018-07-11T00:00:00,DODG,VN,TK,WHI,,,10300 S. Doty,(773) 568-8495,2854262
2018-07-11T00:00:00,TOYT,4D,,TAN,Q369271,IL,701 N. Sacramento,(773) 265-7605,6928128
2018-07-11T00:00:00,CHEV,4D,,SIL,AH95907,IL,701 N. Sacramento,(773) 265-7605,6928131
2018-07-11T00:00:00,MERZ,4D,,WHI,Q384168,IL,701 N. Sacramento,(773) 265-7605,6928135
2018-07-11T00:00:00,CHEV,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6928142
2018-07-11T00:00:00,SATR,4D,,GRN,AP17607,IL,400 E. Lower Wacker,(312) 744-7550,989206
2018-07-11T00:00:00,DODG,PK,,MAR,1604422B,IL,701 N. Sacramento,(773) 265-7605,6928143
2018-07-11T00:00:00,CHEV,4D,,TAN,5371776,IL,701 N. Sacramento,(773) 265-7605,6928148
2018-07-11T00:00:00,FORD,VN,TK,MAR,763T581,IL,400 E. Lower Wacker,(312) 744-7550,989211
2018-07-11T00:00:00,BUIC,LL,,SIL,AG46311,IL,701 N. Sacramento,(773) 265-7605,6928146
2018-07-11T00:00:00,MERZ,2D,,SIL,AM99209,IL,701 N. Sacramento,(773) 265-7605,6928145
2018-07-03T00:00:00,CHEV,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2853670
2018-07-07T00:00:00,FORD,LL,,BLU,,,10300 S. Doty,(773) 568-8495,2854014
2018-07-11T00:00:00,BUIC,4D,,BLK,ZX26515,IL,701 N. Sacramento,(773) 265-7605,6928150
2018-07-11T00:00:00,CHRY,VN,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6928151
2018-07-11T00:00:00,VOLK,4D,JET,SIL,Y740215,IL,701 N. Sacramento,(773) 265-7605,6928154
2018-07-11T00:00:00,MERC,LL,,BLU,AH25532,IL,701 N. Sacramento,(773) 265-7605,6928155
2018-07-11T00:00:00,CHEV,4D,,RED,AH42887,IL,701 N. Sacramento,(773) 265-7605,6928153
2018-07-11T00:00:00,CHRY,4D,,SIL,AP42536,IL,701 N. Sacramento,(773) 265-7605,6928152
2018-07-11T00:00:00,MITS,4D,,WHI,AH20617,IL,701 N. Sacramento,(773) 265-7605,6928162
2018-07-11T00:00:00,CHEV,LL,,GRY,Q365121,IL,701 N. Sacramento,(773) 265-7605,6928161
2018-07-11T00:00:00,HOND,2D,,GRN,Q514210,IL,701 N. Sacramento,(773) 265-7605,6928157
2018-07-11T00:00:00,CHEV,2D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6928164
2018-07-11T00:00:00,CHRY,4D,,DBL,AN20882,IL,701 N. Sacramento,(773) 265-7605,6928163
2018-07-11T00:00:00,LINC,4D,,GRN,AV34276,IL,701 N. Sacramento,(773) 265-7605,6928171
2018-07-11T00:00:00,CHEV,4D,,BRO,AN75508,IL,701 N. Sacramento,(773) 265-7605,6928174
2018-07-11T00:00:00,CHEV,4D,,TAN,788TBE,IN,701 N. Sacramento,(773) 265-7605,6928173
2018-07-11T00:00:00,FORD,VN,,RED,AG47492,IL,701 N. Sacramento,(773) 265-1846,1537604
2018-07-11T00:00:00,MERC,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6928179
2018-07-11T00:00:00,MITS,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2854266
2018-07-11T00:00:00,TOYT,4D,COA,TAN,AT26654,IL,10300 S. Doty,(773) 568-8495,2854265
2018-07-11T00:00:00,DODG,VN,CVN,BLK,AR46982,IL,10300 S. Doty,(773) 785-9752,1718428
2018-07-11T00:00:00,NISS,4D,,MAR,AQ60176,IL,701 N. Sacramento,(773) 265-1846,1537605
2018-07-11T00:00:00,FORD,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2854269
2018-07-11T00:00:00,NISS,4D,,SIL,809T095,IL,701 N. Sacramento,(773) 265-1846,1537607
2018-07-11T00:00:00,,MB,,,,,701 N. Sacramento,(773) 265-7605,6928181
2018-07-11T00:00:00,NISS,4D,SEN,BLK,N508054,IL,701 N. Sacramento,(773) 265-1846,1537606
2018-07-11T00:00:00,JEEP,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2854268
2018-07-11T00:00:00,TOYT,4D,,TAN,6619390,IL,10300 S. Doty,(773) 785-9752,1718430
2018-07-07T00:00:00,DODG,VN,,YEL,AL23692,IL,400 E. Lower Wacker,(312) 744-7550,989054
2018-07-11T00:00:00,LEXS,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6928184
2018-07-11T00:00:00,VOLK,4D,,GRY,943T896,IL,10300 S. Doty,(773) 785-9752,1718431
2018-07-11T00:00:00,TOYT,4D,,SIL,837197,IL,701 N. Sacramento,(773) 265-7605,6928189
2018-07-11T00:00:00,NISS,LL,,WHI,Q613471,IL,701 N. Sacramento,(773) 265-7605,6928188
2018-07-11T00:00:00,SATR,4D,,SIL,ZU48628,IL,701 N. Sacramento,(773) 265-7605,6928190
2018-07-11T00:00:00,BUIC,4D,,MAR,AAZ8643,WI,10300 S. Doty,(773) 568-8495,2854272
2018-07-11T00:00:00,JEEP,LL,,BLU,ZZ32845,IL,701 N. Sacramento,(773) 265-7605,6928195
2018-07-11T00:00:00,SATR,4D,,SIL,AQ41717,IL,10300 S. Doty,(773) 568-8495,2854273
2018-07-11T00:00:00,VOLV,4D,,MAR,AP71577,IL,10300 S. Doty,(773) 568-8495,2854274
2018-07-11T00:00:00,CHEV,LL,,RED,CJP7853,MN,701 N. Sacramento,(773) 265-7605,6928200
2018-07-11T00:00:00,CHEV,4D,,SIL,AP69047,IL,10300 S. Doty,(773) 568-8495,2854280
2018-07-11T00:00:00,DODG,VN,,SIL,,,10300 S. Doty,(773) 568-8495,2854275
2018-07-11T00:00:00,JAGU,4D,,GLD,AN58158,IL,701 N. Sacramento,(773) 265-7605,6928202
2018-07-11T00:00:00,NISS,4D,,GRY,895T193,IL,701 N. Sacramento,(773) 265-7605,6928201
2018-07-11T00:00:00,CHEV,4D,,WHI,274U550,IL,10300 S. Doty,(773) 568-8495,2854276
2018-07-11T00:00:00,HOND,2D,,BLK,,,701 N. Sacramento,(773) 265-7605,6928203
2018-07-11T00:00:00,DODG,VN,,GRY,AS47768,IL,701 N. Sacramento,(773) 265-7605,6928198
2018-07-11T00:00:00,BMW,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2854284
2018-07-11T00:00:00,JEEP,LL,,WHI,AV81396,IL,10300 S. Doty,(773) 568-8495,2854285
2018-07-12T00:00:00,NISS,PK,,RED,,IL,10300 S. Doty,(773) 568-8495,2854290
2018-07-12T00:00:00,BUIC,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2854292
2018-07-12T00:00:00,AUDI,2D,,GRY,878T617,IL,10300 S. Doty,(773) 568-8495,2854289
2018-07-12T00:00:00,BMW,4D,,GRN,279684,IL,10300 S. Doty,(773) 568-8495,2854288
2018-07-12T00:00:00,DODG,PK,,SIL,ZX18184,IL,10300 S. Doty,(773) 568-8495,2854287
2018-07-12T00:00:00,HYUN,4D,,BLK,MZEULA2,IL,10300 S. Doty,(773) 568-8495,2854297
2018-07-12T00:00:00,VOLV,4D,,BLK,ESZQ54,IL,701 N. Sacramento,(773) 265-7605,6928218
2018-07-12T00:00:00,NISS,4D,,BLU,ZU49938,IL,701 N. Sacramento,(773) 265-7605,6928219
2018-07-12T00:00:00,PONT,2D,,SIL,AP23930,IL,10300 S. Doty,(773) 568-8495,2854298
2018-07-12T00:00:00,NISS,4D,,BLK,AJ20936,IL,701 N. Sacramento,(773) 265-7605,6928228
2018-07-12T00:00:00,MERC,4D,,WHI,USA3FF,IL,701 N. Sacramento,(773) 265-7605,6928224
2018-07-12T00:00:00,INFI,LL,,GRY,AU35146,IL,701 N. Sacramento,(773) 265-7605,6928226
2018-07-12T00:00:00,CHEV,LL,,BLU,S628075,IL,701 N. Sacramento,(773) 265-7605,6928242
2018-07-12T00:00:00,MERC,4D,,TAN,ZX41400,IL,701 N. Sacramento,(773) 265-7605,6928243
2018-07-12T00:00:00,NISS,4D,,BLK,ZU50950,IL,701 N. Sacramento,(773) 265-7605,6928252
2018-07-12T00:00:00,FORD,4D,,WHI,AL17241,IL,701 N. Sacramento,(773) 265-7605,6928250
2018-07-12T00:00:00,CHRY,4D,,WHI,AT61393,IL,10300 S. Doty,(773) 568-8495,2854303
2018-07-12T00:00:00,VOLV,,,,ZZ63239,IL,701 N. Sacramento,(773) 265-7605,6928260
2018-07-12T00:00:00,YAMA,MC,,WHI,C58004,IL,701 N. Sacramento,(773) 265-7605,6928254
2018-07-12T00:00:00,DODG,LL,,BRO,E861842,IL,10300 S. Doty,(773) 568-8495,2854296
2018-07-12T00:00:00,CHRY,LL,,GRY,15838Z8,TX,10300 S. Doty,(773) 568-8495,2854294
2018-07-12T00:00:00,CHEV,2D,,GRY,AP68127,IL,10300 S. Doty,(773) 568-8495,2854302
2018-07-12T00:00:00,HOND,VN,,BLU,AH68200,IL,701 N. Sacramento,(773) 265-7605,6928256
2018-07-12T00:00:00,CHEV,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2854295
2018-07-12T00:00:00,CHRY,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6928257
2018-07-12T00:00:00,PONT,4D,,GRY,252290,IL,10300 S. Doty,(773) 568-8495,2854301
2018-07-12T00:00:00,CHEV,4D,,SIL,Z205338,IL,10300 S. Doty,(773) 568-8495,2854304
2018-07-12T00:00:00,DODG,VN,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6928263
2018-07-12T00:00:00,CHEV,4D,,RED,K790218,IL,701 N. Sacramento,(773) 265-7605,6928266
2018-07-12T00:00:00,CHEV,4D,,GRY,ABD5685,WI,701 N. Sacramento,(773) 265-7605,6928264
2018-07-12T00:00:00,TOYT,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2854307
2018-07-11T00:00:00,CHEV,LL,TK,TAN,AA69209,IL,701 N. Sacramento,(773) 265-7605,6928083
2018-07-12T00:00:00,CHEV,4D,,BLU,U775841,IL,701 N. Sacramento,(773) 265-1846,1537610
2018-07-11T00:00:00,GMC,VN,,WHI,,,701 N. Sacramento,(773) 265-7605,6928191
2018-07-12T00:00:00,BUIC,4D,,SIL,Q834191,IL,701 N. Sacramento,(773) 265-7605,6928279
2018-07-12T00:00:00,FORD,VN,,PLE,107U899,IL,701 N. Sacramento,(773) 265-1846,1537611
2018-07-12T00:00:00,NISS,4D,,BLK,AJ83374,IL,701 N. Sacramento,(773) 265-7605,6928290
2018-07-12T00:00:00,HOND,4D,,MAR,E397947,IL,701 N. Sacramento,(773) 265-7605,6928286
2018-07-12T00:00:00,CHEV,4D,MAL,GRY,698250,IL,10300 S. Doty,(773) 568-8495,2854311
2018-07-12T00:00:00,CHEV,LL,,GRN,E875969,IL,701 N. Sacramento,(773) 265-7605,6928291
2018-07-12T00:00:00,INFI,4D,,WHI,GVK924,IA,701 N. Sacramento,(773) 265-1846,1537612
2018-07-12T00:00:00,NISS,4D,,BLK,987ZSU,WI,701 N. Sacramento,(773) 265-1846,1537613
2018-07-12T00:00:00,SMAR,2D,,WHI,AD85648,IL,701 N. Sacramento,(773) 265-7605,6928296
2018-07-12T00:00:00,VOLK,4D,,RED,Q797420,IL,701 N. Sacramento,(773) 265-7605,6928301
2018-07-12T00:00:00,TOYT,4D,,BLK,AB96485,IL,701 N. Sacramento,(773) 265-7605,6928302
2018-07-12T00:00:00,VOLV,SW,,BLK,6363029,IL,701 N. Sacramento,(773) 265-7605,6928307
2018-07-12T00:00:00,HOND,4D,CIV,BLK,9204719,IL,701 N. Sacramento,(773) 265-7605,6928303
2018-07-12T00:00:00,CHEV,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2854312
2018-07-12T00:00:00,HOND,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2854318
2018-07-12T00:00:00,BUIC,4D,,TAN,J876066,IN,701 N. Sacramento,(773) 265-7605,6928314
2018-07-12T00:00:00,FORD,LL,,WHI,AL50543,IL,701 N. Sacramento,(773) 265-7605,6928310
2018-07-12T00:00:00,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1718432
2018-07-12T00:00:00,FORD,LL,,GRY,296069,IL,701 N. Sacramento,(773) 265-7605,6928316
2018-07-12T00:00:00,BMW,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6928311
2018-07-12T00:00:00,CHEV,4D,,SIL,293897,IL,701 N. Sacramento,(773) 265-7605,6928312
2018-07-12T00:00:00,CHEV,4D,,SIL,310452,IL,10300 S. Doty,(773) 568-8495,2854319
2018-07-12T00:00:00,NISS,4D,,MAR,,,701 N. Sacramento,(773) 265-7605,6928317
2018-07-12T00:00:00,FORD,4D,,BGE,AG60650,IL,701 N. Sacramento,(773) 265-7605,6928318
2018-07-12T00:00:00,CHEV,4D,,MAR,Z429040,IL,10300 S. Doty,(773) 568-8495,2854324
2018-07-12T00:00:00,INFI,4D,,WHI,AN69386,IL,701 N. Sacramento,(773) 265-7605,6928322
2018-07-12T00:00:00,TRLR,BT,,WHI,,IL,10300 S. Doty,(773) 568-8495,2854326
2018-07-12T00:00:00,SATR,LL,,BLK,554547,IL,701 N. Sacramento,(773) 265-7605,6928323
2018-07-12T00:00:00,ARRW,OB,,WHI,,,10300 S. Doty,(773) 568-8495,2854325
2018-07-12T00:00:00,CHEV,4D,,MAR,,,701 N. Sacramento,(773) 265-7605,6928320
2018-07-12T00:00:00,DODG,4D,,BLK,106U788,IL,10300 S. Doty,(773) 568-8495,2854327
2018-07-12T00:00:00,BUIC,4D,,SIL,AV79595,IL,10300 S. Doty,(773) 568-8495,2854329
2018-07-12T00:00:00,CHEV,4D,,SIL,AP68783,IL,10300 S. Doty,(773) 568-8495,2854330
2018-07-12T00:00:00,CHEV,4D,,WHI,AP99373,IL,701 N. Sacramento,(773) 265-7605,6928326
2018-07-12T00:00:00,GMC,PK,,WHI,2042990B,IL,10300 S. Doty,(773) 568-8495,2854328
2018-07-12T00:00:00,HYUN,4D,,GRY,HBS1371,OH,701 N. Sacramento,(773) 265-7605,6928329
2018-07-12T00:00:00,DODG,VN,,BLU,AG76725,IL,701 N. Sacramento,(773) 265-7605,6928325
2018-07-12T00:00:00,DODG,VN,,BLU,,,701 N. Sacramento,(773) 265-7605,6928324
2018-07-12T00:00:00,NISS,4D,,TAN,AG42241,IL,10300 S. Doty,(773) 568-8495,2854331
2018-07-12T00:00:00,PONT,4D,,GRN,AN27094,IL,10300 S. Doty,(773) 568-8495,2854332
2018-07-12T00:00:00,ZCZY,MB,,BLU,,,10300 S. Doty,(773) 568-8495,479113
2018-07-13T00:00:00,FORD,4D,,BLU,Q928681,IL,701 N. Sacramento,(773) 265-7605,6928334
2018-07-13T00:00:00,KIA,4H,,SIL,667231,IL,10300 S. Doty,(773) 568-8495,2854334
2018-07-12T00:00:00,DODG,2D,,BLK,AT35287,IL,10300 S. Doty,(773) 568-8495,479114
2018-07-13T00:00:00,PONT,4D,,BLU,Q480970,IL,10300 S. Doty,(773) 568-8495,2854333
2018-07-13T00:00:00,NISS,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2854336
2018-07-13T00:00:00,CHEV,4H,,SIL,924T857,IL,400 E. Lower Wacker,(312) 744-7550,989329
2018-07-13T00:00:00,CHEV,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2854337
2018-07-13T00:00:00,CHEV,4D,,TAN,AR56968,IL,701 N. Sacramento,(773) 265-7605,6928335
2018-07-13T00:00:00,KIA,4D,,GRY,K453049,IL,701 N. Sacramento,(773) 265-7605,6928340
2018-07-13T00:00:00,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6928351
2018-07-13T00:00:00,NISS,4D,,GRY,Q281202,IL,701 N. Sacramento,(773) 265-7605,6928355
2018-07-13T00:00:00,CHEV,LL,,GRY,AD65006,IL,701 N. Sacramento,(773) 265-7605,6928360
2018-07-13T00:00:00,MAZD,4D,,GRY,Z769371,IL,701 N. Sacramento,(773) 265-7605,6928353
2018-07-13T00:00:00,CHEV,4D,,GRY,N257867,IL,10300 S. Doty,(773) 568-8495,2854346
2018-07-13T00:00:00,FORD,4D,,RED,ZU46867,IL,10300 S. Doty,(773) 568-8495,2854347
2018-07-13T00:00:00,CHEV,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2854341
2018-07-13T00:00:00,KAWK,MC,,ONG,,IL,701 N. Sacramento,(773) 265-7605,6928345
2018-07-13T00:00:00,HYUN,4D,,BLU,ZY25326,IL,10300 S. Doty,(773) 568-8495,2854340
2018-07-13T00:00:00,CHEV,4D,,WHI,AQ45838,IL,10300 S. Doty,(773) 568-8495,2854342
2018-07-13T00:00:00,HOND,4D,,BLK,V956106,IL,701 N. Sacramento,(773) 265-7605,6928368
2018-07-13T00:00:00,NISS,4D,,RED,AP46566,IL,701 N. Sacramento,(773) 265-7605,6928365
2018-07-13T00:00:00,CHEV,4D,,BLU,ZU51123,IL,701 N. Sacramento,(773) 265-7605,6928372
2018-07-13T00:00:00,TOYT,4D,COA,BLK,N443461,IL,701 N. Sacramento,(773) 265-7605,6928375
2018-07-12T00:00:00,FORD,PK,,BLK,1590105B,IL,701 N. Sacramento,(773) 265-7605,6928287
2018-07-13T00:00:00,NISS,LL,,SIL,AE71272,IL,701 N. Sacramento,(773) 265-7605,6928378
2018-07-13T00:00:00,SUBA,4D,,DBL,AJ80272,IL,701 N. Sacramento,(773) 265-7605,6928382
2018-07-13T00:00:00,CHEV,4D,,BLU,AV76569,IL,10300 S. Doty,(773) 568-8495,2854350
2018-07-13T00:00:00,CHEV,4D,,GRY,AS16181,IL,10300 S. Doty,(773) 568-8495,2854349
2018-07-13T00:00:00,DODG,PK,,MAR,2185292B,IL,701 N. Sacramento,(773) 265-7605,6928387
2018-07-13T00:00:00,FORD,4D,,WHI,ZZ29903,IL,701 N. Sacramento,(773) 265-7605,6928386
2018-07-13T00:00:00,PONT,4D,,WHI,Z475389,IL,701 N. Sacramento,(773) 265-7605,6928388
2018-07-13T00:00:00,BUIC,4D,,BLU,AH426625,IL,701 N. Sacramento,(773) 265-7605,6928395
2018-07-13T00:00:00,TOYT,4D,RAV,RED,,IL,10300 S. Doty,(773) 568-8495,2854353
2018-07-13T00:00:00,MITS,LL,,GRN,,,701 N. Sacramento,(773) 265-7605,6928394
2018-07-13T00:00:00,CHRY,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6928393
2018-07-13T00:00:00,PONT,2D,,BLU,AJ97299,IL,701 N. Sacramento,(773) 265-1846,1537614
2018-07-13T00:00:00,DODG,LL,DUR,RED,AR18928,IL,10300 S. Doty,(773) 568-8495,2854356
2018-07-13T00:00:00,CHEV,4D,LUM,GRY,497LDA,IN,10300 S. Doty,(773) 568-8495,2854354
2018-07-13T00:00:00,PONT,4D,,BLU,Q522540,IL,701 N. Sacramento,(773) 265-7605,6928397
2018-07-13T00:00:00,CHEV,LL,,GLD,J550252,IN,701 N. Sacramento,(773) 265-7605,6928399
2018-07-13T00:00:00,NISS,LL,,GRY,ZU50667,IL,10300 S. Doty,(773) 568-8495,2854357
2018-07-13T00:00:00,CADI,4D,,GRY,Z404859,IL,10300 S. Doty,(773) 785-9752,1718434
2018-07-13T00:00:00,JEEP,LL,,BLU,5021046,IL,701 N. Sacramento,(773) 265-7605,6928402
2018-07-13T00:00:00,FORD,4D,,SIL,897VYV,MN,701 N. Sacramento,(773) 265-1846,1537615
2018-07-13T00:00:00,DODG,LL,,SIL,541T621,IL,10300 S. Doty,(773) 568-8495,2854358
2018-07-13T00:00:00,HOND,MC,,BLK,EC138,IL,701 N. Sacramento,(773) 265-1846,1537616
2018-07-13T00:00:00,TOYT,LL,,SIL,HIHI12,IL,400 E. Lower Wacker,(312) 744-7550,989359
2018-07-13T00:00:00,PONT,4D,,BRO,AN71435,IL,10300 S. Doty,(773) 568-8495,479127
2018-07-13T00:00:00,CHEV,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6928415
2018-07-13T00:00:00,FORD,4D,,TAN,132U038,IL,10300 S. Doty,(773) 568-8495,479128
2018-07-13T00:00:00,SATR,4D,,SIL,AQ36906,IL,10300 S. Doty,(773) 568-8495,2854362
2018-07-13T00:00:00,PONT,LL,,MAR,N814786,IL,701 N. Sacramento,(773) 265-7605,6928419
2018-07-13T00:00:00,JEEP,LL,,GRN,982T938,IL,10300 S. Doty,(773) 568-8495,2854364
2018-07-13T00:00:00,DODG,VN,,GRY,900T209,IL,10300 S. Doty,(773) 568-8495,2854365
2018-07-13T00:00:00,CHEV,4D,,SIL,Z998859,IL,10300 S. Doty,(773) 568-8495,2854366
2018-07-14T00:00:00,LINC,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2854370
2018-07-14T00:00:00,PONT,4T,,RED,454T602,IL,701 N. Sacramento,(773) 265-7605,6928433
2018-07-14T00:00:00,MERC,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6928432
2018-07-14T00:00:00,CHRY,LL,,BLK,IT9801T,IL,10300 S. Doty,(773) 568-8495,2854369
2018-07-14T00:00:00,TOYT,4D,,TRQ,00197024,IL,701 N. Sacramento,(773) 265-7605,6928434
2018-07-14T00:00:00,LINC,4T,,SIL,ZV18342,IL,10300 S. Doty,(773) 568-8495,2854375
2018-07-14T00:00:00,JEEP,LL,,BLK,N978580,IL,10300 S. Doty,(773) 568-8495,2854374
2018-07-14T00:00:00,BUIC,4D,,WHI,264T824,IL,10300 S. Doty,(773) 568-8495,2854377
2018-07-14T00:00:00,LEXS,4T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2854371
2018-07-14T00:00:00,MITS,2D,ECL,WHI,S883603,IL,10300 S. Doty,(773) 568-8495,2854379
2018-07-14T00:00:00,MERC,4T,,RED,AJ96834,IL,701 N. Sacramento,(773) 265-7605,6928441
2018-07-14T00:00:00,HOND,4T,,GRY,33671P,IL,701 N. Sacramento,(773) 265-7605,6928450
2018-07-14T00:00:00,HOND,LL,,GLD,AH91753,IL,701 N. Sacramento,(773) 265-7605,6928455
2018-07-14T00:00:00,DODG,4T,,GRN,Q288833,IL,701 N. Sacramento,(773) 265-7605,6928464
2018-07-14T00:00:00,PONT,4D,,GRN,324868,IL,10300 S. Doty,(773) 568-8495,2854381
2018-07-14T00:00:00,SATU,4T,,MAR,AK58098,IL,701 N. Sacramento,(773) 265-7605,6928490
2018-07-14T00:00:00,HOND,4T,,SIL,P999091,IL,701 N. Sacramento,(773) 265-7605,6928459
2018-07-14T00:00:00,FORD,LL,,SIL,ACU3873,WI,10300 S. Doty,(773) 568-8495,2854382
2018-07-14T00:00:00,MERC,LL,,GRN,AJ83071,IL,701 N. Sacramento,(773) 265-7605,6928472
2018-07-14T00:00:00,CHEV,LL,,GRY,223U135,IL,701 N. Sacramento,(773) 265-7605,6928457
2018-07-14T00:00:00,BUIC,4D,,BGE,Q627315,IL,10300 S. Doty,(773) 568-8495,2854385
2018-07-14T00:00:00,HYUN,4D,,BLK,ZZ88454,IL,701 N. Sacramento,(773) 265-7605,6928474
2018-07-14T00:00:00,TOYT,PK,,WHI,98318FF,IL,701 N. Sacramento,(773) 265-7605,6928500
2018-07-14T00:00:00,DODG,4D,,BLK,Y746318,IL,701 N. Sacramento,(773) 265-7605,6928481
2018-07-14T00:00:00,CHEV,4D,,BLK,H933550,IL,701 N. Sacramento,(773) 265-7605,6928498
2018-07-14T00:00:00,FORD,PK,,WHI,2207714B,IL,701 N. Sacramento,(773) 265-7605,6928518
2018-07-14T00:00:00,FORD,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6928516
2018-07-14T00:00:00,MERZ,4D,,GRY,783T834,IL,10300 S. Doty,(773) 568-8495,2854387
2018-07-14T00:00:00,JEEP,LL,TK,GLD,AXX762,IL,10300 S. Doty,(773) 568-8495,2854388
2018-07-14T00:00:00,CHEV,LL,,WHI,AH24373,IL,701 N. Sacramento,(773) 265-7605,6928519
2018-07-14T00:00:00,PONT,4D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6928520
2018-07-14T00:00:00,NISS,4D,,WHI,S954418,IL,701 N. Sacramento,(773) 265-7605,6928511
2018-07-14T00:00:00,TOYT,4D,,GRY,803NEG,IN,10300 S. Doty,(773) 568-8495,2854394
2018-07-14T00:00:00,DODG,VA,,RED,,IL,10300 S. Doty,(773) 568-8495,2854393
2018-07-14T00:00:00,KIA,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6928527
2018-07-14T00:00:00,CHEV,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6928529
2018-07-14T00:00:00,DODG,PK,,BLK,1827312B,IL,701 N. Sacramento,(773) 265-7605,6928530
2018-07-14T00:00:00,PONT,4D,,WHI,AE36132,IL,701 N. Sacramento,(773) 265-7605,6928534
2018-07-14T00:00:00,FORD,LL,,YEL,Z255853,IL,701 N. Sacramento,(773) 265-7605,6928535
2018-07-14T00:00:00,NISS,4D,,GRY,AB35851,IL,701 N. Sacramento,(773) 265-7605,6928543
2018-07-14T00:00:00,CHRY,4D,,TAN,AM72818,IL,701 N. Sacramento,(773) 265-7605,6928539
2018-07-14T00:00:00,TOYT,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2854397
2018-07-14T00:00:00,AUDI,SW,,GRY,GRDNR3,IL,10300 S. Doty,(773) 568-8495,2854396
2018-07-14T00:00:00,CHEV,4D,,BLK,346T971,IL,701 N. Sacramento,(773) 265-7605,6928550
2018-07-14T00:00:00,TOYT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6928548
2018-07-14T00:00:00,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2854395
2018-07-14T00:00:00,CHEV,4D,,RED,S385290,IL,701 N. Sacramento,(773) 265-7605,6928553
2018-07-14T00:00:00,VOLK,4D,,BLK,AJ27740,IL,701 N. Sacramento,(773) 265-7605,6928558
2018-07-14T00:00:00,FORD,2D,,GRN,AR78565,IL,10300 S. Doty,(773) 568-8495,2854405
2018-07-14T00:00:00,CHEV,4D,,SIL,647TSU,IN,10300 S. Doty,(773) 568-8495,2854401
